Country,Year,Value
Wallis and Futuna Islands,2021,0.01
Wallis and Futuna Islands,2022,0.01
Western Sahara,2010,0.41
Western Sahara,2015,0.49
Western Sahara,2021,0.57
Western Sahara,2022,0.58
Yemen,2010,24.74
Yemen,2015,28.52
Yemen,2021,32.98
Yemen,2022,33.70
Zambia,2010,13.79
Zambia,2015,16.25
Zambia,2021,19.47
Zambia,2022,20.02
Zimbabwe,2010,12.84
Zimbabwe,2015,14.15
Zimbabwe,2021,15.99
Zimbabwe,2022,16.32
LLDCs,2010,424.79
LLDCs,2015,478.58
LLDCs,2022,563.80
LDC§,2010,843.51
LDC§,2015,951.93
LDC§,2022,1125.18
SIDS,2010,65.87
SIDS,2015,69.74
SIDS,2022,74.36
